Bait	Prey	#Rep	#Pep	AvgP	BFDR
MEPCE	gi|351721296|gn|SET:6418| protein SET isoform 3 [Homo sapiens]	3	8	0.9993	0.0000
EIF4A2	gi|354681995|gn|SPAG9:9043| C-Jun-amino-terminal kinase-interacting protein 4 isoform 4 [Homo sapiens]	3	4	0.0144	0.5895
MEPCE	gi|354681995|gn|SPAG9:9043| C-Jun-amino-terminal kinase-interacting protein 4 isoform 4 [Homo sapiens]	3	4	0.2117	0.3857
EIF4A2	gi|354725902|gn|RAB5B:5869| ras-related protein Rab-5B isoform 1 [Homo sapiens]	3	2	0.1670	0.4252
MEPCE	gi|354725902|gn|RAB5B:5869| ras-related protein Rab-5B isoform 1 [Homo sapiens]	3	2	0.0022	0.6416
EIF4A2	gi|355330276|gn|USP15:9958| ubiquitin carboxyl-terminal hydrolase 15 isoform 1 [Homo sapiens]	3	2	0.0583	0.5307
MEPCE	gi|355330276|gn|USP15:9958| ubiquitin carboxyl-terminal hydrolase 15 isoform 1 [Homo sapiens]	3	2	0.3728	0.2464
EIF4A2	gi|355330279|gn|USP15:9958| ubiquitin carboxyl-terminal hydrolase 15 isoform 3 [Homo sapiens]	3	2	0.3477	0.2647
MEPCE	gi|355330279|gn|USP15:9958| ubiquitin carboxyl-terminal hydrolase 15 isoform 3 [Homo sapiens]	3	2	0.8382	0.0242
EIF4A2	gi|355477275|gn|LSM4:25804| U6 snRNA-associated Sm-like protein LSm4 isoform 2 [Homo sapiens]	3	2	0.0908	0.4964
MEPCE	gi|355477275|gn|LSM4:25804| U6 snRNA-associated Sm-like protein LSm4 isoform 2 [Homo sapiens]	3	2	0.7910	0.0357
EIF4A2	gi|357933604|gn|ZNF638:27332| zinc finger protein 638 isoform 2 [Homo sapiens]	3	4	0.5524	0.1335
MEPCE	gi|357933604|gn|ZNF638:27332| zinc finger protein 638 isoform 2 [Homo sapiens]	3	4	0.7896	0.0365
EIF4A2	gi|358356402|gn|RPL15:6138| 60S ribosomal protein L15 isoform 1 [Homo sapiens]	3	4	0.8408	0.0228
MEPCE	gi|358356402|gn|RPL15:6138| 60S ribosomal protein L15 isoform 1 [Homo sapiens]	3	4	0.9994	0.0000
EIF4A2	gi|358438328|gn|ISYNA1:51477| inositol-3-phosphate synthase 1 isoform 4 [Homo sapiens]	3	1	0.0019	0.6448
MEPCE	gi|358438328|gn|ISYNA1:51477| inositol-3-phosphate synthase 1 isoform 4 [Homo sapiens]	3	1	0.0036	0.6316
EIF4A2	gi|359338991|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 7 [Homo sapiens]	3	13	1.0000	0.0000
MEPCE	gi|359338991|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 7 [Homo sapiens]	3	13	1.0000	0.0000
EIF4A2	gi|365192532|gn|MYH10:4628| myosin-10 isoform 1 [Homo sapiens]	3	48	0.2201	0.3762
MEPCE	gi|365192532|gn|MYH10:4628| myosin-10 isoform 1 [Homo sapiens]	3	48	0.1217	0.4685
EIF4A2	gi|371121601|gn|NAA10:8260| N-alpha-acetyltransferase 10 isoform 2 [Homo sapiens]	3	1	0.0026	0.6387
MEPCE	gi|371121601|gn|NAA10:8260| N-alpha-acetyltransferase 10 isoform 2 [Homo sapiens]	3	1	0.0094	0.6059
EIF4A2	gi|371502112|gn|CSE1L:1434| exportin-2 isoform 2 [Homo sapiens]	3	9	0.0438	0.5462
MEPCE	gi|371502112|gn|CSE1L:1434| exportin-2 isoform 2 [Homo sapiens]	3	9	0.0116	0.5964
EIF4A2	gi|371940938|gn|ATP1A3:478| sodium/potassium-transporting ATPase subunit alpha-3 isoform 2 [Homo sapiens]	3	5	0.0091	0.6068
MEPCE	gi|371940938|gn|ATP1A3:478| sodium/potassium-transporting ATPase subunit alpha-3 isoform 2 [Homo sapiens]	3	5	0.0554	0.5333
EIF4A2	gi|372266180|gn|NARR:100861437| ras-related protein Rab-34, isoform NARR [Homo sapiens]	3	1	0.0000	0.6668
MEPCE	gi|372266180|gn|NARR:100861437| ras-related protein Rab-34, isoform NARR [Homo sapiens]	3	1	0.0447	0.5455
EIF4A2	gi|374671789|gn|SSBP1:6742| single-stranded DNA-binding protein, mitochondrial precursor [Homo sapiens]	3	3	0.3050	0.3027
MEPCE	gi|374671789|gn|SSBP1:6742| single-stranded DNA-binding protein, mitochondrial precursor [Homo sapiens]	3	3	0.6487	0.0973
EIF4A2	gi|374858040|gn|PRMT8:56341| protein arginine N-methyltransferase 8 isoform 2 [Homo sapiens]	3	1	0.0009	0.6543
MEPCE	gi|374858040|gn|PRMT8:56341| protein arginine N-methyltransferase 8 isoform 2 [Homo sapiens]	3	1	0.0006	0.6578
EIF4A2	gi|375151590|gn|RPL10:6134| 60S ribosomal protein L10 isoform b [Homo sapiens]	3	1	0.6734	0.0781
MEPCE	gi|375151590|gn|RPL10:6134| 60S ribosomal protein L10 isoform b [Homo sapiens]	3	1	0.9431	0.0064
EIF4A2	gi|375151597|gn|RPL10:6134| 60S ribosomal protein L10 isoform c [Homo sapiens]	3	2	0.9976	0.0002
MEPCE	gi|375151597|gn|RPL10:6134| 60S ribosomal protein L10 isoform c [Homo sapiens]	3	2	1.0000	0.0000
EIF4A2	gi|375477430|gn|CCT4:10575| T-complex protein 1 subunit delta isoform b [Homo sapiens]	3	14	0.0457	0.5446
MEPCE	gi|375477430|gn|CCT4:10575| T-complex protein 1 subunit delta isoform b [Homo sapiens]	3	14	0.0234	0.5725
EIF4A2	gi|375493534|gn|CSNK2A1P:283106| casein kinase 2, alpha 1 polypeptide-like [Homo sapiens]	3	8	1.0000	0.0000
MEPCE	gi|375493534|gn|CSNK2A1P:283106| casein kinase 2, alpha 1 polypeptide-like [Homo sapiens]	3	8	0.3884	0.2322
EIF4A2	gi|37595752|gn|LBR:3930| lamin-B receptor [Homo sapiens]	3	2	0.0180	0.5801
MEPCE	gi|37595752|gn|LBR:3930| lamin-B receptor [Homo sapiens]	3	2	1.0000	0.0000
EIF4A2	gi|378548190|gn|RPS3:6188| 40S ribosomal protein S3 isoform 1 [Homo sapiens]	3	1	0.7612	0.0437
MEPCE	gi|378548190|gn|RPS3:6188| 40S ribosomal protein S3 isoform 1 [Homo sapiens]	3	1	0.7138	0.0579
EIF4A2	gi|379317177|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 2 [Homo sapiens]	3	14	1.0000	0.0000
MEPCE	gi|379317177|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 2 [Homo sapiens]	3	14	1.0000	0.0000
EIF4A2	gi|38027923|gn|COPS5:10987| COP9 signalosome complex subunit 5 [Homo sapiens]	3	1	0.0552	0.5335
MEPCE	gi|38027923|gn|COPS5:10987| COP9 signalosome complex subunit 5 [Homo sapiens]	3	1	0.7416	0.0502
EIF4A2	gi|38045896|gn|ERC1:23085| ELKS/Rab6-interacting/CAST family member 1 isoform delta [Homo sapiens]	3	6	0.4511	0.1940
MEPCE	gi|38045896|gn|ERC1:23085| ELKS/Rab6-interacting/CAST family member 1 isoform delta [Homo sapiens]	3	6	0.1392	0.4497
EIF4A2	gi|380503835|gn|DDX19B:11269| ATP-dependent RNA helicase DDX19B isoform 4 [Homo sapiens]	3	1	0.0136	0.5923
MEPCE	gi|380503835|gn|DDX19B:11269| ATP-dependent RNA helicase DDX19B isoform 4 [Homo sapiens]	3	1	0.0001	0.6652
EIF4A2	gi|380692328|gn|DDX56:54606| probable ATP-dependent RNA helicase DDX56 isoform 2 [Homo sapiens]	3	2	0.2949	0.3126
MEPCE	gi|380692328|gn|DDX56:54606| probable ATP-dependent RNA helicase DDX56 isoform 2 [Homo sapiens]	3	2	0.9021	0.0117
EIF4A2	gi|380692342|gn|DDX6:1656| probable ATP-dependent RNA helicase DDX6 [Homo sapiens]	3	6	1.0000	0.0000
MEPCE	gi|380692342|gn|DDX6:1656| probable ATP-dependent RNA helicase DDX6 [Homo sapiens]	3	6	0.4500	0.1945
EIF4A2	gi|381342476|gn|HNRNPH1:3187| heterogeneous nuclear ribonucleoprotein H [Homo sapiens]	3	13	0.8844	0.0156
MEPCE	gi|381342476|gn|HNRNPH1:3187| heterogeneous nuclear ribonucleoprotein H [Homo sapiens]	3	13	0.6987	0.0630
EIF4A2	gi|38146107|gn|RSRC2:65117| arginine/serine-rich coiled-coil protein 2 [Homo sapiens]	3	4	0.1293	0.4595
MEPCE	gi|38146107|gn|RSRC2:65117| arginine/serine-rich coiled-coil protein 2 [Homo sapiens]	3	4	0.3148	0.2954
EIF4A2	gi|38201714|gn|ELAVL1:1994| ELAV-like protein 1 [Homo sapiens]	3	6	0.9975	0.0002
MEPCE	gi|38201714|gn|ELAVL1:1994| ELAV-like protein 1 [Homo sapiens]	3	6	0.3766	0.2424
EIF4A2	gi|38202257|gn|GANAB:23193| neutral alpha-glucosidase AB isoform 2 precursor [Homo sapiens]	3	1	0.3208	0.2909
MEPCE	gi|38202257|gn|GANAB:23193| neutral alpha-glucosidase AB isoform 2 precursor [Homo sapiens]	3	1	0.2394	0.3612
EIF4A2	gi|38327039|gn|HSPA4:3308| heat shock 70 kDa protein 4 [Homo sapiens]	3	27	0.1421	0.4471
MEPCE	gi|38327039|gn|HSPA4:3308| heat shock 70 kDa protein 4 [Homo sapiens]	3	27	0.0784	0.5108
EIF4A2	gi|38327625|gn|CS:1431| citrate synthase, mitochondrial precursor [Homo sapiens]	3	9	0.5903	0.1206
MEPCE	gi|38327625|gn|CS:1431| citrate synthase, mitochondrial precursor [Homo sapiens]	3	9	0.9868	0.0010
EIF4A2	gi|38372925|gn|BSG:682| basigin isoform 2 [Homo sapiens]	3	1	0.0013	0.6504
MEPCE	gi|38372925|gn|BSG:682| basigin isoform 2 [Homo sapiens]	3	1	0.0034	0.6333
EIF4A2	gi|384367993|gn|COPS4:51138| COP9 signalosome complex subunit 4 isoform 2 [Homo sapiens]	3	4	0.2493	0.3537
MEPCE	gi|384367993|gn|COPS4:51138| COP9 signalosome complex subunit 4 isoform 2 [Homo sapiens]	3	4	0.2079	0.3883
EIF4A2	gi|384475521|gn|TKT:7086| transketolase isoform 2 [Homo sapiens]	3	1	0.6768	0.0751
MEPCE	gi|384475521|gn|TKT:7086| transketolase isoform 2 [Homo sapiens]	3	1	0.9522	0.0050
EIF4A2	gi|384475556|gn|HARS:3035| histidine--tRNA ligase, cytoplasmic isoform 4 [Homo sapiens]	3	3	0.0796	0.5090
MEPCE	gi|384475556|gn|HARS:3035| histidine--tRNA ligase, cytoplasmic isoform 4 [Homo sapiens]	3	3	0.0780	0.5118
EIF4A2	gi|38455427|gn|CCT4:10575| T-complex protein 1 subunit delta isoform a [Homo sapiens]	3	2	0.1435	0.4459
MEPCE	gi|38455427|gn|CCT4:10575| T-complex protein 1 subunit delta isoform a [Homo sapiens]	3	2	0.0702	0.5188
EIF4A2	gi|384871702|gn|MSH2:4436| DNA mismatch repair protein Msh2 isoform 2 [Homo sapiens]	3	1	0.0558	0.5321
MEPCE	gi|384871702|gn|MSH2:4436| DNA mismatch repair protein Msh2 isoform 2 [Homo sapiens]	3	1	0.1931	0.4018
EIF4A2	gi|38488727|gn|RSRC1:51319| serine/Arginine-related protein 53 isoform 1 [Homo sapiens]	3	2	0.0090	0.6074
MEPCE	gi|38488727|gn|RSRC1:51319| serine/Arginine-related protein 53 isoform 1 [Homo sapiens]	3	2	0.0045	0.6273
EIF4A2	gi|385298680|gn|EFTUD2:9343| 116 kDa U5 small nuclear ribonucleoprotein component isoform c [Homo sapiens]	3	28	0.3992	0.2261
MEPCE	gi|385298680|gn|EFTUD2:9343| 116 kDa U5 small nuclear ribonucleoprotein component isoform c [Homo sapiens]	3	28	0.9452	0.0059
EIF4A2	gi|38569394|gn|IKBKAP:8518| elongator complex protein 1 [Homo sapiens]	3	1	0.3396	0.2708
MEPCE	gi|38569394|gn|IKBKAP:8518| elongator complex protein 1 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|38569421|gn|ACLY:47| ATP-citrate synthase isoform 1 [Homo sapiens]	3	31	0.1884	0.4056
MEPCE	gi|38569421|gn|ACLY:47| ATP-citrate synthase isoform 1 [Homo sapiens]	3	31	0.6126	0.1117
EIF4A2	gi|386642862|gn|TARS:6897| threonine--tRNA ligase, cytoplasmic isoform 2 [Homo sapiens]	3	5	0.6855	0.0711
MEPCE	gi|386642862|gn|TARS:6897| threonine--tRNA ligase, cytoplasmic isoform 2 [Homo sapiens]	3	5	0.3398	0.2699
EIF4A2	gi|386781688|gn|SRP68:6730| signal recognition particle 68 kDa protein isoform 2 [Homo sapiens]	3	1	0.4916	0.1710
MEPCE	gi|386781688|gn|SRP68:6730| signal recognition particle 68 kDa protein isoform 2 [Homo sapiens]	3	1	0.0888	0.4982
EIF4A2	gi|38679892|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 1 [Homo sapiens]	3	4	0.4857	0.1749
MEPCE	gi|38679892|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 1 [Homo sapiens]	3	4	0.2832	0.3234
EIF4A2	gi|38683855|gn|PTCD3:55037| pentatricopeptide repeat-containing protein 3, mitochondrial precursor [Homo sapiens]	3	3	0.2357	0.3629
MEPCE	gi|38683855|gn|PTCD3:55037| pentatricopeptide repeat-containing protein 3, mitochondrial precursor [Homo sapiens]	3	3	0.1543	0.4367
EIF4A2	gi|386869503|gn|RPS3:6188| 40S ribosomal protein S3 isoform 2 [Homo sapiens]	3	8	0.9837	0.0015
MEPCE	gi|386869503|gn|RPS3:6188| 40S ribosomal protein S3 isoform 2 [Homo sapiens]	3	8	1.0000	0.0000
EIF4A2	gi|386869506|gn|RPS3:6188| 40S ribosomal protein S3 isoform 3 [Homo sapiens]	3	9	0.9869	0.0010
MEPCE	gi|386869506|gn|RPS3:6188| 40S ribosomal protein S3 isoform 3 [Homo sapiens]	3	9	0.9405	0.0067
EIF4A2	gi|387527974|gn|DCTN2:10540| dynactin subunit 2 isoform 3 [Homo sapiens]	3	11	0.0798	0.5085
MEPCE	gi|387527974|gn|DCTN2:10540| dynactin subunit 2 isoform 3 [Homo sapiens]	3	11	0.1838	0.4088
EIF4A2	gi|387527981|gn|EIF2B3:8891| translation initiation factor eIF-2B subunit gamma isoform 3 [Homo sapiens]	3	1	0.6313	0.1035
MEPCE	gi|387527981|gn|EIF2B3:8891| translation initiation factor eIF-2B subunit gamma isoform 3 [Homo sapiens]	3	1	0.0099	0.6038
EIF4A2	gi|387849036|gn|NSRP1:84081| nuclear speckle splicing regulatory protein 1 isoform 2 [Homo sapiens]	3	8	0.0853	0.5019
MEPCE	gi|387849036|gn|NSRP1:84081| nuclear speckle splicing regulatory protein 1 isoform 2 [Homo sapiens]	3	8	0.1709	0.4202
EIF4A2	gi|388240786|gn|PFDN6:10471| prefoldin subunit 6 [Homo sapiens]	3	1	0.0152	0.5854
MEPCE	gi|388240786|gn|PFDN6:10471| prefoldin subunit 6 [Homo sapiens]	3	1	0.0009	0.6543
EIF4A2	gi|388490152|gn|LARP7:51574| la-related protein 7 isoform 2 [Homo sapiens]	3	31	0.3603	0.2563
MEPCE	gi|388490152|gn|LARP7:51574| la-related protein 7 isoform 2 [Homo sapiens]	3	31	1.0000	0.0000
EIF4A2	gi|389616156|gn|EIF3C:8663| eukaryotic translation initiation factor 3 subunit C [Homo sapiens]	3	34	1.0000	0.0000
MEPCE	gi|389616156|gn|EIF3C:8663| eukaryotic translation initiation factor 3 subunit C [Homo sapiens]	3	34	0.3959	0.2285
EIF4A2	gi|391224461|gn|PRPF40B:25766| pre-mRNA-processing factor 40 homolog B [Homo sapiens]	3	1	1.0000	0.0000
MEPCE	gi|391224461|gn|PRPF40B:25766| pre-mRNA-processing factor 40 homolog B [Homo sapiens]	3	1	0.0183	0.5793
EIF4A2	gi|391353390|gn|SRP72:6731| signal recognition particle 72 kDa protein isoform 2 [Homo sapiens]	3	1	0.0798	0.5085
MEPCE	gi|391353390|gn|SRP72:6731| signal recognition particle 72 kDa protein isoform 2 [Homo sapiens]	3	1	0.1270	0.4624
EIF4A2	gi|392494084|gn|EIF6:3692| eukaryotic translation initiation factor 6 isoform a [Homo sapiens]	3	2	0.8130	0.0309
MEPCE	gi|392494084|gn|EIF6:3692| eukaryotic translation initiation factor 6 isoform a [Homo sapiens]	3	2	0.8199	0.0294
EIF4A2	gi|392513652|gn|PAAF1:80227| proteasomal ATPase-associated factor 1 isoform 1 [Homo sapiens]	3	1	0.0149	0.5867
MEPCE	gi|392513652|gn|PAAF1:80227| proteasomal ATPase-associated factor 1 isoform 1 [Homo sapiens]	3	1	0.0057	0.6203
EIF4A2	gi|392513662|gn|ILF2:3608| interleukin enhancer-binding factor 2 isoform 2 [Homo sapiens]	3	7	0.9940	0.0004
MEPCE	gi|392513662|gn|ILF2:3608| interleukin enhancer-binding factor 2 isoform 2 [Homo sapiens]	3	7	1.0000	0.0000
EIF4A2	gi|392583865|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 2 precursor [Homo sapiens]	3	1	0.0123	0.5952
MEPCE	gi|392583865|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 2 precursor [Homo sapiens]	3	1	0.0394	0.5521
EIF4A2	gi|392583868|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 3 precursor [Homo sapiens]	3	1	0.1938	0.4011
MEPCE	gi|392583868|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 3 precursor [Homo sapiens]	3	1	0.2911	0.3169
EIF4A2	gi|393715091|gn|TUBA1A:7846| tubulin alpha-1A chain isoform 1 [Homo sapiens]	3	36	0.1586	0.4325
MEPCE	gi|393715091|gn|TUBA1A:7846| tubulin alpha-1A chain isoform 1 [Homo sapiens]	3	36	0.0763	0.5130
EIF4A2	gi|394582093|gn|MCM3:4172| DNA replication licensing factor MCM3 isoform 1 [Homo sapiens]	3	7	0.6552	0.0931
MEPCE	gi|394582093|gn|MCM3:4172| DNA replication licensing factor MCM3 isoform 1 [Homo sapiens]	3	7	0.5776	0.1260
EIF4A2	gi|394953893|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 2 proprotein [Homo sapiens]	3	1	0.0148	0.5871
MEPCE	gi|394953893|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 2 proprotein [Homo sapiens]	3	1	0.0030	0.6368
EIF4A2	gi|394953908|gn|PSMD11:5717| 26S proteasome non-ATPase regulatory subunit 11 [Homo sapiens]	3	13	0.0743	0.5150
MEPCE	gi|394953908|gn|PSMD11:5717| 26S proteasome non-ATPase regulatory subunit 11 [Homo sapiens]	3	13	0.0146	0.5887
EIF4A2	gi|395132450|gn|RPL13A:23521| 60S ribosomal protein L13a isoform 2 [Homo sapiens]	3	3	0.7640	0.0428
MEPCE	gi|395132450|gn|RPL13A:23521| 60S ribosomal protein L13a isoform 2 [Homo sapiens]	3	3	0.9942	0.0003
EIF4A2	gi|395455051|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform c [Homo sapiens]	3	6	0.0061	0.6184
MEPCE	gi|395455051|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform c [Homo sapiens]	3	6	0.0085	0.6096
EIF4A2	gi|395455053|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform d [Homo sapiens]	3	4	0.1419	0.4474
MEPCE	gi|395455053|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform d [Homo sapiens]	3	4	0.1004	0.4888
EIF4A2	gi|39652628|gn|FAM120A:23196| constitutive coactivator of PPAR-gamma-like protein 1 [Homo sapiens]	3	1	1.0000	0.0000
MEPCE	gi|39652628|gn|FAM120A:23196| constitutive coactivator of PPAR-gamma-like protein 1 [Homo sapiens]	3	1	0.3052	0.3019
EIF4A2	gi|397174790|gn|LUC7L2:51631| putative RNA-binding protein Luc7-like 2 isoform 4 [Homo sapiens]	3	8	0.0717	0.5173
MEPCE	gi|397174790|gn|LUC7L2:51631| putative RNA-binding protein Luc7-like 2 isoform 4 [Homo sapiens]	3	8	0.0657	0.5229
EIF4A2	gi|39725634|gn|LARP1:23367| la-related protein 1 isoform 1 [Homo sapiens]	3	12	0.9984	0.0001
MEPCE	gi|39725634|gn|LARP1:23367| la-related protein 1 isoform 1 [Homo sapiens]	3	12	0.7421	0.0497
EIF4A2	gi|39780588|gn|TSR1:55720| pre-rRNA-processing protein TSR1 homolog [Homo sapiens]	3	3	0.1525	0.4391
MEPCE	gi|39780588|gn|TSR1:55720| pre-rRNA-processing protein TSR1 homolog [Homo sapiens]	3	3	0.1100	0.4827
EIF4A2	gi|39930523|gn|C11orf84:144097| uncharacterized protein C11orf84 [Homo sapiens]	3	5	0.2925	0.3157
MEPCE	gi|39930523|gn|C11orf84:144097| uncharacterized protein C11orf84 [Homo sapiens]	3	5	0.5471	0.1345
EIF4A2	gi|39995082|gn|NSUN2:54888| tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens]	3	2	0.3434	0.2664
MEPCE	gi|39995082|gn|NSUN2:54888| tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens]	3	2	0.4718	0.1803
EIF4A2	gi|40068518|gn|PGD:5226| 6-phosphogluconate dehydrogenase, decarboxylating [Homo sapiens]	3	6	0.1560	0.4358
MEPCE	gi|40068518|gn|PGD:5226| 6-phosphogluconate dehydrogenase, decarboxylating [Homo sapiens]	3	6	0.3960	0.2280
EIF4A2	gi|40217847|gn|SNRNP200:23020| U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens]	3	27	0.4259	0.2071
MEPCE	gi|40217847|gn|SNRNP200:23020| U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens]	3	27	0.9347	0.0072
EIF4A2	gi|40254834|gn|KIF1C:10749| kinesin-like protein KIF1C [Homo sapiens]	3	1	0.1234	0.4671
MEPCE	gi|40254834|gn|KIF1C:10749| kinesin-like protein KIF1C [Homo sapiens]	3	1	0.0018	0.6461
EIF4A2	gi|40254851|gn|PKN3:29941| serine/threonine-protein kinase N3 [Homo sapiens]	3	3	0.0058	0.6199
MEPCE	gi|40254851|gn|PKN3:29941| serine/threonine-protein kinase N3 [Homo sapiens]	3	3	0.3334	0.2802
EIF4A2	gi|40254924|gn|LRRC59:55379| leucine-rich repeat-containing protein 59 [Homo sapiens]	3	6	0.7674	0.0419
MEPCE	gi|40254924|gn|LRRC59:55379| leucine-rich repeat-containing protein 59 [Homo sapiens]	3	6	0.9931	0.0004
EIF4A2	gi|40254978|gn|FIP1L1:81608| pre-mRNA 3'-end-processing factor FIP1 isoform 1 [Homo sapiens]	3	2	0.4282	0.2047
MEPCE	gi|40254978|gn|FIP1L1:81608| pre-mRNA 3'-end-processing factor FIP1 isoform 1 [Homo sapiens]	3	2	0.0235	0.5721
EIF4A2	gi|402794155|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform f [Homo sapiens]	3	1	0.0050	0.6244
MEPCE	gi|402794155|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform f [Homo sapiens]	3	1	0.0355	0.5555
EIF4A2	gi|402794208|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform h [Homo sapiens]	3	15	0.1855	0.4076
MEPCE	gi|402794208|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform h [Homo sapiens]	3	15	0.3159	0.2942
EIF4A2	gi|40288288|gn|CARM1:10498| histone-arginine methyltransferase CARM1 [Homo sapiens]	3	1	1.0000	0.0000
MEPCE	gi|40288288|gn|CARM1:10498| histone-arginine methyltransferase CARM1 [Homo sapiens]	3	1	0.0239	0.5712
EIF4A2	gi|40353734|gn|NPM1:4869| nucleophosmin isoform 2 [Homo sapiens]	3	6	0.5085	0.1585
MEPCE	gi|40353734|gn|NPM1:4869| nucleophosmin isoform 2 [Homo sapiens]	3	6	0.9963	0.0003
EIF4A2	gi|40354195|gn|KRT18:3875| keratin, type I cytoskeletal 18 [Homo sapiens]	3	1	0.5245	0.1473
MEPCE	gi|40354195|gn|KRT18:3875| keratin, type I cytoskeletal 18 [Homo sapiens]	3	1	0.6340	0.1026
EIF4A2	gi|40789249|gn|DARS2:55157| aspartate--tRNA ligase, mitochondrial [Homo sapiens]	3	3	0.2792	0.3268
MEPCE	gi|40789249|gn|DARS2:55157| aspartate--tRNA ligase, mitochondrial [Homo sapiens]	3	3	0.1424	0.4468
EIF4A2	gi|40805825|gn|COPE:11316| coatomer subunit epsilon isoform b [Homo sapiens]	3	5	0.2794	0.3261
MEPCE	gi|40805825|gn|COPE:11316| coatomer subunit epsilon isoform b [Homo sapiens]	3	5	0.2932	0.3153
EIF4A2	gi|40807485|gn|PRPF6:24148| pre-mRNA-processing factor 6 [Homo sapiens]	3	21	0.3298	0.2839
MEPCE	gi|40807485|gn|PRPF6:24148| pre-mRNA-processing factor 6 [Homo sapiens]	3	21	0.9904	0.0006
EIF4A2	gi|410170078|gn|LOC100996606:100996606| PREDICTED: uncharacterized protein LOC100996606 [Homo sapiens]	3	1	0.3749	0.2442
MEPCE	gi|410170078|gn|LOC100996606:100996606| PREDICTED: uncharacterized protein LOC100996606 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|410172437|gn|LOC100996643:100996643| PREDICTED: monofunctional C1-tetrahydrofolate synthase, mitochondrial-like [Homo sapiens]	3	1	0.0015	0.6488
MEPCE	gi|410172437|gn|LOC100996643:100996643| PREDICTED: monofunctional C1-tetrahydrofolate synthase, mitochondrial-like [Homo sapiens]	3	1	0.0429	0.5485
EIF4A2	gi|410173613|gn|LOC101059922:101059922| PREDICTED: uncharacterized LOC101059922 [Homo sapiens]	3	1	0.0013	0.6504
MEPCE	gi|410173613|gn|LOC101059922:101059922| PREDICTED: uncharacterized LOC101059922 [Homo sapiens]	3	1	0.0005	0.6592
EIF4A2	gi|410991931|gn|PYCR2:29920| pyrroline-5-carboxylate reductase 2 isoform 2 [Homo sapiens]	3	3	0.1702	0.4208
MEPCE	gi|410991931|gn|PYCR2:29920| pyrroline-5-carboxylate reductase 2 isoform 2 [Homo sapiens]	3	3	0.2219	0.3748
EIF4A2	gi|41281453|gn|SLK:9748| STE20-like serine/threonine-protein kinase [Homo sapiens]	3	1	0.9994	0.0000
MEPCE	gi|41281453|gn|SLK:9748| STE20-like serine/threonine-protein kinase [Homo sapiens]	3	1	0.8110	0.0313
EIF4A2	gi|41281798|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform beta [Homo sapiens]	3	2	0.0618	0.5273
MEPCE	gi|41281798|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform beta [Homo sapiens]	3	2	0.0146	0.5887
EIF4A2	gi|41327771|gn|DDX23:9416| probable ATP-dependent RNA helicase DDX23 [Homo sapiens]	3	12	0.4011	0.2243
MEPCE	gi|41327771|gn|DDX23:9416| probable ATP-dependent RNA helicase DDX23 [Homo sapiens]	3	12	0.9999	0.0000
EIF4A2	gi|41327773|gn|DDX46:9879| probable ATP-dependent RNA helicase DDX46 [Homo sapiens]	3	37	0.2153	0.3816
MEPCE	gi|41327773|gn|DDX46:9879| probable ATP-dependent RNA helicase DDX46 [Homo sapiens]	3	37	0.2051	0.3907
EIF4A2	gi|41327779|gn|DDX55:57696| ATP-dependent RNA helicase DDX55 [Homo sapiens]	3	1	0.6703	0.0835
MEPCE	gi|41327779|gn|DDX55:57696| ATP-dependent RNA helicase DDX55 [Homo sapiens]	3	1	0.4314	0.2018
